PaperID,First Author,Year,Journal,Design,NumCitations,NumCitationsPerYear,TaskLength,Interval,nSubjects,TaskType,Task ,Healthy,ThrICC,ROIType,SummaryICC,Cortical,ICC,ICCse,p
Kong2007,Kong,2007,NeuroImage,b,161,13.4,4,12,8,Pain,Electroacupuncture stimulation,h,0,f,0,C,0.07,,0.23
Kong2007,Kong,2007,NeuroImage,b,161,13.4,4,12,8,Pain,Electroacupuncture stimulation,h,0,f,0,C,0.07,,0.24
Kong2007,Kong,2007,NeuroImage,b,161,13.4,4,12,8,Pain,Electroacupuncture stimulation,h,0,f,0,C,0,,0.94
Kong2007,Kong,2007,NeuroImage,b,161,13.4,4,12,8,Pain,Electroacupuncture stimulation,h,0,f,0,C,0.02,,0.36
Kong2007,Kong,2007,NeuroImage,b,161,13.4,4,12,8,Pain,Electroacupuncture stimulation,h,0,f,0,C,0.25,,0.03
Kong2007,Kong,2007,NeuroImage,b,161,13.4,4,12,8,Pain,Electroacupuncture stimulation,h,0,f,0,C,0.34,,0.01
Kong2007,Kong,2007,NeuroImage,b,161,13.4,4,12,8,Pain,Electroacupuncture stimulation,h,0,f,0,S,0.19,,0.06
Kong2007,Kong,2007,NeuroImage,b,161,13.4,4,12,8,Pain,Electroacupuncture stimulation,h,0,f,0,C,0.05,,0.29
Kong2007,Kong,2007,NeuroImage,b,161,13.4,4,12,8,Pain,Electroacupuncture stimulation,h,0,f,0,C,0.41,,0
Kong2007,Kong,2007,NeuroImage,b,161,13.4,4,12,8,Pain,Electroacupuncture stimulation,h,0,f,0,C,0.06,,0.26
Kong2007,Kong,2007,NeuroImage,b,161,13.4,4,12,8,Pain,Electroacupuncture stimulation,h,0,f,0,C,0.01,,0.4
Kong2007,Kong,2007,NeuroImage,b,161,13.4,4,12,8,Pain,Electroacupuncture stimulation,h,0,f,0,C,0.1,,0.18
Kong2007,Kong,2007,NeuroImage,b,161,13.4,4,12,8,Pain,Electroacupuncture stimulation,h,0,f,0,C,0.06,,0.26
Kong2007,Kong,2007,NeuroImage,b,161,13.4,4,12,8,Pain,Electroacupuncture stimulation,h,0,f,0,C,0.24,,0.03
Kong2007,Kong,2007,NeuroImage,b,161,13.4,4,12,8,Pain,Electroacupuncture stimulation,h,0,f,0,C,0.15,,0.1
Cannon2018,Cannon,2018,Human Brain Mapping,b,4,2,10.83,1,8,Emotion,Emotion processing,h,0,sf,0,C,0.42,,
Cannon2018,Cannon,2018,Human Brain Mapping,b,4,2,10.83,1,8,Emotion,Emotion processing,h,0,sf,0,C,0.29,,
Cannon2018,Cannon,2018,Human Brain Mapping,b,4,2,10.83,1,8,Emotion,Emotion processing,h,0,sf,0,S,0.42,,
Cannon2018,Cannon,2018,Human Brain Mapping,b,4,2,10.83,1,8,Emotion,Emotion processing,h,0,sf,0,S,0.37,,
Cannon2018,Cannon,2018,Human Brain Mapping,b,4,2,10.83,1,8,Emotion,Emotion processing,h,0,sf,0,S,0.17,,
Cannon2018,Cannon,2018,Human Brain Mapping,b,4,2,10.83,1,8,Emotion,Emotion processing,h,0,sf,0,S,0.02,,
Cannon2018,Cannon,2018,Human Brain Mapping,b,4,2,10.83,1,8,Emotion,Emotion processing,h,0,sf,0,C,0.4,,
Cannon2018,Cannon,2018,Human Brain Mapping,b,4,2,10.83,1,8,Emotion,Emotion processing,h,0,sf,0,C,0.41,,
Cannon2018,Cannon,2018,Human Brain Mapping,b,4,2,10.83,1,8,Emotion,Emotion processing,h,0,sf,0,C,0.08,,
Cannon2018,Cannon,2018,Human Brain Mapping,b,4,2,10.83,1,8,Emotion,Emotion processing,h,0,sf,0,C,0.28,,
Cannon2018,Cannon,2018,Human Brain Mapping,b,4,2,10.83,1,8,Emotion,Emotion processing,h,0,sf,0,C,0.06,,
Cannon2018,Cannon,2018,Human Brain Mapping,b,4,2,10.83,1,8,Emotion,Emotion processing,h,0,sf,0,C,0.54,,
Cannon2018,Cannon,2018,Human Brain Mapping,b,4,2,10.83,1,8,Emotion,Emotion processing,h,0,sf,0,C,0.4,,
Cannon2018,Cannon,2018,Human Brain Mapping,b,4,2,10.83,1,8,Emotion,Emotion processing,h,0,sf,0,C,0.25,,
Cannon2018,Cannon,2018,Human Brain Mapping,b,4,2,10.83,1,8,Emotion,Emotion processing,h,0,sf,0,S,0.31,,
Cannon2018,Cannon,2018,Human Brain Mapping,b,4,2,10.83,1,8,Emotion,Emotion processing,h,0,sf,0,S,0.25,,
Cannon2018,Cannon,2018,Human Brain Mapping,b,4,2,10.83,1,8,Emotion,Emotion processing,h,0,sf,0,S,0.23,,
Cannon2018,Cannon,2018,Human Brain Mapping,b,4,2,10.83,1,8,Emotion,Emotion processing,h,0,sf,0,S,0.06,,
Cannon2018,Cannon,2018,Human Brain Mapping,b,4,2,10.83,1,8,Emotion,Emotion processing,h,0,sf,0,C,0.34,,
Cannon2018,Cannon,2018,Human Brain Mapping,b,4,2,10.83,1,8,Emotion,Emotion processing,h,0,sf,0,C,0.27,,
Cannon2018,Cannon,2018,Human Brain Mapping,b,4,2,10.83,1,8,Emotion,Emotion processing,h,0,sf,0,C,0.26,,
Cannon2018,Cannon,2018,Human Brain Mapping,b,4,2,10.83,1,8,Emotion,Emotion processing,h,0,sf,0,C,0.29,,
Cannon2018,Cannon,2018,Human Brain Mapping,b,4,2,10.83,1,8,Emotion,Emotion processing,h,0,sf,0,C,0.28,,
Cannon2018,Cannon,2018,Human Brain Mapping,b,4,2,10.83,1,8,Emotion,Emotion processing,h,0,sf,0,C,0.43,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,90,18,Emotion,Emotional face attention,h,0,s,1,S,0.1,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,90,18,Emotion,Emotional face attention,h,0,f,1,S,0.14,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,90,18,Emotion,Emotional face attention,h,0,sf,1,S,0.06,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,90,18,Emotion,Emotional face attention,h,0,s,1,S,0.15,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,90,18,Emotion,Emotional face attention,h,0,f,1,S,0.11,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,90,18,Emotion,Emotional face attention,h,0,sf,1,S,0.15,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,90,18,Emotion,Emotional face attention,h,0,s,1,C,0.48,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,90,18,Emotion,Emotional face attention,h,0,sf,1,C,0.45,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,90,18,Emotion,Emotional face attention,h,0,s,1,C,0.32,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,90,18,Emotion,Emotional face attention,h,0,sf,1,C,0.35,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,90,18,Emotion,Emotional face attention,h,0,s,1,C,0.3,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,90,18,Emotion,Emotional face attention,h,0,s,1,C,0.81,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,90,18,Emotion,Emotional face attention,h,0,s,1,C,0.89,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,90,18,Emotion,Emotional face attention,h,0,s,1,S,0.28,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,90,18,Emotion,Emotional face attention,h,0,f,1,S,0.09,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,90,18,Emotion,Emotional face attention,h,0,sf,1,S,-0.02,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,90,18,Emotion,Emotional face attention,h,0,s,1,S,0.34,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,90,18,Emotion,Emotional face attention,h,0,f,1,S,0.17,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,90,18,Emotion,Emotional face attention,h,0,sf,1,S,0.32,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,90,18,Emotion,Emotional face attention,h,0,s,1,C,0.44,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,90,18,Emotion,Emotional face attention,h,0,sf,1,C,0.56,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,90,18,Emotion,Emotional face attention,h,0,s,1,C,0.31,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,90,18,Emotion,Emotional face attention,h,0,sf,1,C,0.34,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,90,18,Emotion,Emotional face attention,h,0,s,1,C,0.17,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,90,18,Emotion,Emotional face attention,h,0,s,1,C,0.86,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,90,18,Emotion,Emotional face attention,h,0,s,1,C,0.9,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,180,18,Emotion,Emotional face attention,h,0,s,1,S,0.21,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,180,18,Emotion,Emotional face attention,h,0,f,1,S,0.12,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,180,18,Emotion,Emotional face attention,h,0,sf,1,S,0.1,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,180,18,Emotion,Emotional face attention,h,0,s,1,S,0.34,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,180,18,Emotion,Emotional face attention,h,0,f,1,S,0.19,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,180,18,Emotion,Emotional face attention,h,0,sf,1,S,0.35,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,180,18,Emotion,Emotional face attention,h,0,s,1,C,0.41,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,180,18,Emotion,Emotional face attention,h,0,sf,1,C,0.36,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,180,18,Emotion,Emotional face attention,h,0,s,1,C,0.28,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,180,18,Emotion,Emotional face attention,h,0,sf,1,C,0.28,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,180,18,Emotion,Emotional face attention,h,0,s,1,C,0.31,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,180,18,Emotion,Emotional face attention,h,0,s,1,C,0.85,,
vanDenBulk2013,vanDenBulk,2013,Developmental Cognitive Neuroscience,b,60,10,16.8,180,18,Emotion,Emotional face attention,h,0,s,1,C,0.91,,
Haller2018,Haller,2018,Developmental Cognitive Neuroscience,b,1,1,21,75.12,25,Emotion,Emotional face gender labeling,h,1,icc,1,C,0.78,,
Haller2018,Haller,2018,Developmental Cognitive Neuroscience,b,1,1,21,75.12,25,Emotion,Emotional face gender labeling,h,1,icc,1,C,0.64,,
Haller2018,Haller,2018,Developmental Cognitive Neuroscience,b,1,1,21,75.12,25,Emotion,Emotional face gender labeling,h,1,icc,1,C,0.77,,
Haller2018,Haller,2018,Developmental Cognitive Neuroscience,b,1,1,21,75.12,25,Emotion,Emotional face gender labeling,h,1,icc,1,C,0.87,,
Haller2018,Haller,2018,Developmental Cognitive Neuroscience,b,1,1,21,75.12,25,Emotion,Emotional face gender labeling,h,1,icc,1,C,0.73,,
Haller2018,Haller,2018,Developmental Cognitive Neuroscience,b,1,1,21,75.12,25,Emotion,Emotional face gender labeling,h,1,icc,1,C,0.7,,
Haller2018,Haller,2018,Developmental Cognitive Neuroscience,b,1,1,21,75.12,25,Emotion,Emotional face gender labeling,h,1,icc,1,C,0.66,,
Haller2018,Haller,2018,Developmental Cognitive Neuroscience,b,1,1,21,75.12,25,Emotion,Emotional face gender labeling,h,1,icc,1,C,0.63,,
Haller2018,Haller,2018,Developmental Cognitive Neuroscience,b,1,1,21,75.12,25,Emotion,Emotional face gender labeling,h,1,icc,1,C,0.69,,
Haller2018,Haller,2018,Developmental Cognitive Neuroscience,b,1,1,21,75.12,25,Emotion,Emotional face gender labeling,h,1,icc,1,C,0.74,,
Haller2018,Haller,2018,Developmental Cognitive Neuroscience,b,1,1,21,75.12,25,Emotion,Emotional face gender labeling,h,0,s,0,S,0.21,,
Haller2018,Haller,2018,Developmental Cognitive Neuroscience,b,1,1,21,75.12,25,Emotion,Emotional face gender labeling,h,0,s,0,S,0.23,,
Haller2018,Haller,2018,Developmental Cognitive Neuroscience,b,1,1,21,75.12,25,Emotion,Emotional face gender labeling,h,0,s,0,S,0.28,,
Haller2018,Haller,2018,Developmental Cognitive Neuroscience,b,1,1,21,75.12,25,Emotion,Emotional face gender labeling,h,0,s,0,S,0.15,,
Haller2018,Haller,2018,Developmental Cognitive Neuroscience,b,1,1,21,75.12,25,Emotion,Emotional face gender labeling,h,0,s,0,S,0.2,,
Haller2018,Haller,2018,Developmental Cognitive Neuroscience,b,1,1,21,75.12,25,Emotion,Emotional face gender labeling,h,0,s,0,S,0.15,,
Haller2018,Haller,2018,Developmental Cognitive Neuroscience,b,1,1,21,75.12,25,Emotion,Emotional face gender labeling,h,0,s,0,S,0.22,,
Haller2018,Haller,2018,Developmental Cognitive Neuroscience,b,1,1,21,75.12,25,Emotion,Emotional face gender labeling,h,0,s,0,S,0.38,,
Haller2018,Haller,2018,Developmental Cognitive Neuroscience,b,1,1,21,75.12,25,Emotion,Emotional face gender labeling,h,0,s,0,S,0.26,,
Haller2018,Haller,2018,Developmental Cognitive Neuroscience,b,1,1,21,75.12,25,Emotion,Emotional face gender labeling,h,0,s,0,S,0.33,,
Haller2018,Haller,2018,Developmental Cognitive Neuroscience,b,1,1,21,75.12,25,Emotion,Emotional face gender labeling,h,0,s,0,S,0.35,,
Haller2018,Haller,2018,Developmental Cognitive Neuroscience,b,1,1,21,75.12,25,Emotion,Emotional face gender labeling,h,0,s,0,S,0.1,,
Haller2018,Haller,2018,Developmental Cognitive Neuroscience,b,1,1,21,75.12,25,Emotion,Emotional face gender labeling,h,0,s,0,S,0.12,,
Haller2018,Haller,2018,Developmental Cognitive Neuroscience,b,1,1,21,75.12,25,Emotion,Emotional face gender labeling,h,0,s,0,S,0.2,,
Haller2018,Haller,2018,Developmental Cognitive Neuroscience,b,1,1,21,75.12,25,Emotion,Emotional face gender labeling,h,0,s,0,S,0.18,,
Haller2018,Haller,2018,Developmental Cognitive Neuroscience,b,1,1,21,75.12,25,Emotion,Emotional face gender labeling,h,0,s,0,S,0.36,,
Lois2018,Lois,2018,Psychophysiology,b,3,3,8,47.4,46,Emotion,Emotional face matching ,h,0,s,0,S,-0.14,0.153061225,
Lois2018,Lois,2018,Psychophysiology,b,3,3,8,47.4,46,Emotion,Emotional face matching ,h,0,s,0,S,-0.34,0.147959184,
Lois2018,Lois,2018,Psychophysiology,b,3,3,8,47.4,46,Emotion,Emotional face matching ,h,0,s,0,C,0.39,0.153061225,
Lois2018,Lois,2018,Psychophysiology,b,3,3,8,47.4,46,Emotion,Emotional face matching ,h,0,s,0,C,0.37,0.117346939,
Plichta2012,Plichta,2012,NeuroImage,b,166,23.7,17.75,14.6,25,Emotion,Emotional face matching ,h,0,s,1,S,0.16,0.077,
Plichta2012,Plichta,2012,NeuroImage,b,166,23.7,17.75,14.6,25,Emotion,Emotional face matching ,h,0,s,1,S,-0.02,0.102,
Plichta2014,Plichta,2014,NeuroImage,b,50,10,4.47,14,25,Emotion,Emotional face matching ,h,0,s,0,S,0.19,0.178571429,
Plichta2014,Plichta,2014,NeuroImage,b,50,10,4.47,14,25,Emotion,Emotional face matching ,h,0,s,0,S,0.4,0.132653061,
Plichta2014,Plichta,2014,NeuroImage,b,50,10,4.47,14,25,Emotion,Emotional face matching ,h,0,s,0,S,0.31,0.163265306,
Plichta2014,Plichta,2014,NeuroImage,b,50,10,4.47,14,25,Emotion,Emotional face matching ,h,0,s,0,S,0.46,0.132653061,
Plichta2014,Plichta,2014,NeuroImage,b,50,10,4.47,14,25,Emotion,Emotional face matching ,h,0,s,0,S,0.47,0.12755102,
Plichta2014,Plichta,2014,NeuroImage,b,50,10,4.47,14,25,Emotion,Emotional face matching ,h,0,s,0,S,0.52,0.12244898,
Plichta2014,Plichta,2014,NeuroImage,b,50,10,4.47,14,25,Emotion,Emotional face matching ,h,0,s,0,S,0.23,0.173469388,
Plichta2014,Plichta,2014,NeuroImage,b,50,10,4.47,14,25,Emotion,Emotional face matching ,h,0,s,0,S,0.24,0.163265306,
Plichta2014,Plichta,2014,NeuroImage,b,50,10,4.47,14,25,Emotion,Emotional face matching ,h,0,s,0,S,0.33,0.158163265,
Plichta2014,Plichta,2014,NeuroImage,b,50,10,4.47,14,25,Emotion,Emotional face matching ,h,0,s,0,S,0.29,0.163265306,
Plichta2014,Plichta,2014,NeuroImage,b,50,10,4.47,14,25,Emotion,Emotional face matching ,h,0,s,0,S,0.52,0.12244898,
Sauder2013,Sauder,2013,Psychophysiology,b,46,7.7,6,90,27,Emotion,Emotional face matching ,h,0,f,0,S,0.34,,
Sauder2013,Sauder,2013,Psychophysiology,b,46,7.7,6,90,27,Emotion,Emotional face matching ,h,0,f,0,S,-0.12,,
Sauder2013,Sauder,2013,Psychophysiology,b,46,7.7,6,90,27,Emotion,Emotional face matching ,h,0,f,0,S,0.37,,
Sauder2013,Sauder,2013,Psychophysiology,b,46,7.7,6,90,27,Emotion,Emotional face matching ,h,0,f,0,S,0.43,,
Sauder2013,Sauder,2013,Psychophysiology,b,46,7.7,6,90,27,Emotion,Emotional face matching ,h,0,f,0,S,0.11,,
Sauder2013,Sauder,2013,Psychophysiology,b,46,7.7,6,90,27,Emotion,Emotional face matching ,h,0,f,0,S,0.24,,
Sauder2013,Sauder,2013,Psychophysiology,b,46,7.7,6,90,27,Emotion,Emotional face matching ,h,0,f,0,S,0.63,,
Sauder2013,Sauder,2013,Psychophysiology,b,46,7.7,6,90,27,Emotion,Emotional face matching ,h,0,f,0,S,0.58,,
Sauder2013,Sauder,2013,Psychophysiology,b,46,7.7,6,90,27,Emotion,Emotional face matching ,h,0,f,0,S,0.68,,
Sauder2013,Sauder,2013,Psychophysiology,b,46,7.7,6,90,27,Emotion,Emotional face matching ,h,0,f,0,S,0.5,,
Sauder2013,Sauder,2013,Psychophysiology,b,46,7.7,6,90,27,Emotion,Emotional face matching ,h,0,f,0,S,0.42,,
Sauder2013,Sauder,2013,Psychophysiology,b,46,7.7,6,90,27,Emotion,Emotional face matching ,h,0,f,0,S,0.53,,
Sauder2013,Sauder,2013,Psychophysiology,b,46,7.7,6,90,27,Emotion,Emotional face matching ,h,0,s,0,S,0.41,,
Sauder2013,Sauder,2013,Psychophysiology,b,46,7.7,6,90,27,Emotion,Emotional face matching ,h,0,s,0,S,-0.1,,
Sauder2013,Sauder,2013,Psychophysiology,b,46,7.7,6,90,27,Emotion,Emotional face matching ,h,0,s,0,S,0.2,,
Sauder2013,Sauder,2013,Psychophysiology,b,46,7.7,6,90,27,Emotion,Emotional face matching ,h,0,s,0,S,0.38,,
Sauder2013,Sauder,2013,Psychophysiology,b,46,7.7,6,90,27,Emotion,Emotional face matching ,h,0,s,0,S,-0.24,,
Sauder2013,Sauder,2013,Psychophysiology,b,46,7.7,6,90,27,Emotion,Emotional face matching ,h,0,s,0,S,0.21,,
Lois2018,Lois,2018,Psychophysiology,b,3,3,8,47.4,46,Emotion,Emotional face passive viewing,h,0,s,0,S,0.29,0.12244898,
Lois2018,Lois,2018,Psychophysiology,b,3,3,8,47.4,46,Emotion,Emotional face passive viewing,h,0,s,0,S,0.29,0.12244898,
Lois2018,Lois,2018,Psychophysiology,b,3,3,8,47.4,46,Emotion,Emotional face passive viewing,h,0,s,0,C,0.5,0.091836735,
Lois2018,Lois,2018,Psychophysiology,b,3,3,8,47.4,46,Emotion,Emotional face passive viewing,h,0,s,0,C,0.49,0.096938776,
Bunford2017,Bunford,2017,Progress in Neuro-Psychopharmacology and Biological Psychiatry,m,5,2.5,7.2,84,23,Emotion,Emotional interference ,h,0,s,0,C,0.022,,
Bunford2017,Bunford,2017,Progress in Neuro-Psychopharmacology and Biological Psychiatry,m,5,2.5,7.2,84,23,Emotion,Emotional interference ,h,0,s,0,C,-0.005,,
Bunford2017,Bunford,2017,Progress in Neuro-Psychopharmacology and Biological Psychiatry,m,5,2.5,7.2,84,23,Emotion,Emotional interference ,h,0,s,0,C,0.54,,
Bunford2017,Bunford,2017,Progress in Neuro-Psychopharmacology and Biological Psychiatry,m,5,2.5,7.2,84,23,Emotion,Emotional interference ,h,0,s,0,C,-0.44,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,C,0.3,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,C,-0.1,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,S,0.02,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,C,0.5,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,C,0.22,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,C,0.16,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,C,0.36,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,C,0.1,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,C,0.38,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,C,0.56,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,S,-0.05,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,C,0.57,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,C,0.24,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,C,0.59,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,C,0.79,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,C,0.76,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,C,-0.18,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,C,-0.21,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,S,-0.25,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,C,0.38,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,C,0.09,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,C,0.05,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,C,0.24,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,C,0.05,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,C,0.39,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,C,0.62,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,S,0.29,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,C,0.59,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,C,0.36,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,C,0.42,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,C,0.9,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,h,0,s,0,C,0.72,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,C,0.31,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,C,0.48,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,S,-0.08,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,C,0.13,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,C,0.36,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,C,-0.17,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,C,0.43,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,C,0.22,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,C,0.6,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,C,0.63,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,S,0.48,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,C,0.29,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,C,0.61,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,C,0.4,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,C,0.33,,
