Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age 
19,"HRM Tan, J Gross, PJ Uhlhaas",MEG—measured auditory steady-state oscillations show high test–retest reliability: A sensor and source-space analysis,2015,Neuroimage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811915006758,"https://scholar.google.com/scholar?cites=2432027262942600580&as_sdt=5,34&sciodt=0,34&hl=en",204,4/12/19,HTML,,,,,,,,19,4.75,6,3,4
30,"L Geerligs, RN Henson",Functional connectivity and structural covariance between regions of interest can be measured more accurately using multivariate distance correlation,2016,NeuroImage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811916300878,"https://scholar.google.com/scholar?cites=8399562555332563710&as_sdt=5,34&sciodt=0,34&hl=en",205,4/12/19,HTML,,,,,,,,30,10,15,2,3
29,"J Gonzalez-Castillo, TM Talavage",Reproducibility of fMRI activations associated with auditory sentence comprehension,2011,Neuroimage,Elsevier,https://www.sciencedirect.com/science/article/pii/S105381191001284X,"https://scholar.google.com/scholar?cites=17976906507929746915&as_sdt=5,34&sciodt=0,34&hl=en",206,4/12/19,HTML,,,,,,,,29,3.63,15,2,8
0,"C DeCarli, A Borenstein, J He, D Ding…","Differences in MRI measures of brain volume, white matter hyperintensities and infarcts in Chinese: The Shanghai Community Brain Health Initiative (SCOBHI)",2009,… & Dementia: The …,aanddjournal.net,https://aanddjournal.net/article/S1552-5260(09)01987-6/abstract,,207,4/12/19,,,,,,,,,0,0,0,5,10
25,"KV Haak, AF Marquand, CF Beckmann",Connectopic mapping with resting-state fMRI,2018,Neuroimage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811917305463,"https://scholar.google.com/scholar?cites=9177428230341461190&as_sdt=5,34&sciodt=0,34&hl=en",208,4/12/19,HTML,,,,,,,,25,25,8,3,1
3,"GR Wu, D Marinazzo",Retrieving the Hemodynamic Response Function in resting state fMRI: methodology and applications,2015,,peerj.com,https://peerj.com/preprints/1317.pdf,"https://scholar.google.com/scholar?cites=6935798732924106841&as_sdt=5,34&sciodt=0,34&hl=en",209,4/12/19,PDF,,,,,,,,3,0.75,2,2,4
12,"D Huang, B Wu, K Shi, L Ma, Y Cai, X Lou",Reliability of three-dimensional pseudo-continuous arterial spin labeling MR imaging for measuring visual cortex perfusion on two 3T scanners,2013,PLoS One,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0079471,"https://scholar.google.com/scholar?cites=5676937515873293642&as_sdt=5,34&sciodt=0,34&hl=en",210,4/12/19,HTML,,,,,,,,12,2,2,6,6
187,"ET Petersen, K Mouridsen, X Golay","The QUASAR reproducibility study, part II: results from a multi-center arterial spin labeling test–retest study",2010,Neuroimage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811909008593,"https://scholar.google.com/scholar?cites=3676406208960406340&as_sdt=5,34&sciodt=0,34&hl=en",211,4/12/19,HTML,,,,,,,,187,20.78,62,3,9
1,SJ BORGWARDT…,CHAPTER THREE EMERGING PSYCHIATRIC NEUROIMAGING FINDINGS: TRANSLATING THE RESEARCH INTO CLINICAL APPLICATION,2015,Towards a New Philosophy …,books.google.com,https://books.google.com/books?hl=en&lr=&id=IpzWCgAAQBAJ&oi=fnd&pg=PA35&dq=icc+fmri+retest+(roi+OR+rois+OR+%22region+of+interest%22+OR+%22regions+of+interest%22)&ots=M8AjoKJup5&sig=2Zb8Gz43122WcD-BrzE10gqtfcA,"https://scholar.google.com/scholar?cites=5779820460380182457&as_sdt=5,34&sciodt=0,34&hl=en",212,4/12/19,,,,,,,,,1,0.25,1,2,4
14,"X Li, H Wang",Identification of functional networks in resting state fMRI data using adaptive sparse representation and affinity propagation clustering,2015,Frontiers in neuroscience,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fnins.2015.00383,"https://scholar.google.com/scholar?cites=1290389181859667816&as_sdt=5,34&sciodt=0,34&hl=en",213,4/12/19,HTML,,,,,,,,14,3.5,7,2,4
19,"J Xu, MN Potenza, VD Calhoun, R Zhang…",Large-scale functional network overlap is a general property of brain functional organization: reconciling inconsistent fMRI findings from general-linear-model …,2016,Neuroscience & …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0149763416300719,"https://scholar.google.com/scholar?cites=7917918570269848779&as_sdt=5,34&sciodt=0,34&hl=en",214,4/12/19,HTML,,,,,,,,19,6.33,4,5,3
1,"JRC Almeida, T Greenberg, H Lu, HW Chase…",Test-retest reliability of cerebral blood flow in healthy individuals using arterial spin labeling: Findings from the EMBARC study,2018,Magnetic resonance …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0730725X17301777,"https://scholar.google.com/scholar?cites=14128624514861181974&as_sdt=5,34&sciodt=0,34&hl=en",215,4/12/19,HTML,,,,,,,,1,1,0,5,1
0,"A Bokde, D Brennan, M Hamill…",SHAPE DIFFERENCES OF THE HIPPOCAMPUS AND THALAMUS IN RISK-STRATIFIED MCI GROUPS,2014,… & Dementia: The …,alzheimersanddementia.com,https://www.alzheimersanddementia.com/article/S1552-5260(14)02584-9/abstract,,216,4/12/19,CITATION,,,,,,,,0,0,0,4,5
18,"MC Wurnig, J Rath, N Klinger, I Höllinger, A Geissler…",Variability of clinical functional MR imaging results: a multicenter study,2013,Radiology,pubs.rsna.org,https://pubs.rsna.org/doi/abs/10.1148/radiol.13121357,"https://scholar.google.com/scholar?cites=16294827552646281476&as_sdt=5,34&sciodt=0,34&hl=en",217,4/12/19,,,,,,,,,18,3,3,6,6
14,"H Wang, X Jin, Y Zhang, J Wang","Single‐subject morphological brain networks: connectivity mapping, topological characterization and test–retest reliability",2016,Brain and behavior,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/brb3.448,"https://scholar.google.com/scholar?cites=5404942975973311915&as_sdt=5,34&sciodt=0,34&hl=en",218,4/12/19,,,,,,,,,14,4.67,4,4,3
0,"Y Gong, H Wu, J Li, N Wang, H Liu…",Multi-granularity whole-brain segmentation based functional network analysis using resting-state fMRI,2018,Frontiers in neuroscience,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fnins.2018.00942/abstract,,219,4/12/19,,,,,,,,,0,0,0,6,1
149,"G Chen, ZS Saad, JC Britton, DS Pine, RW Cox",Linear mixed-effects modeling approach to FMRI group analysis,2013,Neuroimage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811913000943,"https://scholar.google.com/scholar?cites=10761176889553521427&as_sdt=5,34&sciodt=0,34&hl=en",220,4/12/19,HTML,,,,,,,,149,24.83,30,5,6
0,M Lindquist,Dynamic Connectivity: Pitfalls and Promises,2016,,samsi.info,https://www.samsi.info/wp-content/uploads/2016/03/Lindquist.pdf,,221,4/12/19,PDF,,,,,,,,0,0,0,1,3
0,"JH Fröhner, V Teckentrup, MN Smolka, NB Kroemer",Addressing the reliability fallacy in fMRI: Similar group effects may arise from unreliable individual effects,2019,NeuroImage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811919302538,,222,4/12/19,HTML,,,,,,,,0,0,0,4,1
2,"KC Wende, C Thiel, J Sommer, FM Paulus, S Krach…",Mechanisms of hemispheric lateralization: A replication study,2017,Cortex,Elsevier,https://www.sciencedirect.com/science/article/pii/S0010945217301302,"https://scholar.google.com/scholar?cites=4796628750193872246&as_sdt=5,34&sciodt=0,34&hl=en",223,4/12/19,HTML,,,,,,,,2,1,0,6,2
0,"R Hu, D Qiu, Y Guo, Y Zhao…",Variability of Resting‐State Functional MRI Graph Theory Metrics across 3T Platforms,2019,Journal of …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/jon.12603,,224,4/12/19,,,,,,,,,0,0,0,5,1
10,"W Boekel, BU Forstmann, MC Keuken",A test‐retest reliability analysis of diffusion measures of white matter tracts relevant for cognitive control,2017,Psychophysiology,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/psyp.12769,"https://scholar.google.com/scholar?cites=9120465631899884067&as_sdt=5,34&sciodt=0,34&hl=en",225,4/12/19,,,,,,,,,10,5,3,3,2
0,"TJ McDermott, N Kirlic, RL Aupperle",Roadmap for optimizing the clinical utility of emotional stress paradigms in human neuroimaging research,2018,Neurobiology of stress,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352289517300462,,226,4/12/19,HTML,,,,,,,,0,0,0,3,1
67,"DC Zhu, T Covassin, S Nogle, S Doyle…",… in sports-related concussion: brain functional connectivity alteration of the default-mode network measured with longitudinal resting-state fMRI over thirty days,2015,Journal of …,liebertpub.com,https://www.liebertpub.com/doi/abs/10.1089/neu.2014.3413,"https://scholar.google.com/scholar?cites=4201667485048666926&as_sdt=5,34&sciodt=0,34&hl=en",227,4/12/19,,,,,,,,,67,16.75,13,5,4
63,"AV Faria, SE Joel, Y Zhang, K Oishi, PCM van Zjil…",Atlas-based analysis of resting-state functional connectivity: Evaluation for reproducibility and multi-modal anatomy–function correlation studies,2012,Neuroimage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811912003667,"https://scholar.google.com/scholar?cites=3085065583616717987&as_sdt=5,34&sciodt=0,34&hl=en",228,4/12/19,HTML,,,,,,,,63,9,11,6,7
29,"I Lipp, K Murphy, RG Wise, X Caseras",Understanding the contribution of neural and physiological signal variation to the low repeatability of emotion-induced BOLD responses,2014,Neuroimage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811913010276,"https://scholar.google.com/scholar?cites=15068583812259077643&as_sdt=5,34&sciodt=0,34&hl=en",229,4/12/19,HTML,,,,,,,,29,5.8,7,4,5
30,"T Bird, S Choi, L Goodman, P Schmalbrock…",Sensorimotor training induced neural reorganization after stroke: a case series,2013,Journal of neurologic …,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3726277/,"https://scholar.google.com/scholar?cites=15610139698393546125&as_sdt=5,34&sciodt=0,34&hl=en",230,4/12/19,HTML,,,,,,,,30,5,6,5,6
13,"L Li, L Zeng, ZJ Lin, M Cazzell…",Tutorial on use of intraclass correlation coefficients for assessing intertest reliability and its application in functional near-infrared spectroscopy–based brain imaging,2015,Journal of biomedical …,spiedigitallibrary.org,https://www.spiedigitallibrary.org/journals/Journal-of-Biomedical-Optics/volume-20/issue-5/050801/Tutorial-on-use-of-intraclass-correlation-coefficients-for-assessing-intertest/10.1117/1.JBO.20.5.050801.short,"https://scholar.google.com/scholar?cites=8278400048894999608&as_sdt=5,34&sciodt=0,34&hl=en",231,4/12/19,,,,,,,,,13,3.25,3,5,4
48,"L Parkes, B Fulcher, M Yücel, A Fornito","An evaluation of the efficacy, reliability, and sensitivity of motion correction strategies for resting-state functional MRI",2018,Neuroimage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811917310972,"https://scholar.google.com/scholar?cites=9421229435340037743&as_sdt=5,34&sciodt=0,34&hl=en",232,4/12/19,HTML,,,,,,,,48,48,12,4,1
2,"Y Du, EA Allen, H He, J Sui…",Brain functional networks extraction based on fMRI artifact removal: Single subject and group approaches,2014,2014 36th Annual …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6943768/,"https://scholar.google.com/scholar?cites=16457052771965526069&as_sdt=5,34&sciodt=0,34&hl=en",233,4/12/19,,,,,,,,,2,0.4,0,5,5
19,"IM Wiggins, CA Anderson, PT Kitterick, DEH Hartley",Speech-evoked activation in adult temporal cortex measured using functional near-infrared spectroscopy (fNIRS): Are the measurements reliable?,2016,Hearing research,Elsevier,https://www.sciencedirect.com/science/article/pii/S0378595516300570,"https://scholar.google.com/scholar?cites=4926995955928407070&as_sdt=5,34&sciodt=0,34&hl=en",234,4/12/19,HTML,,,,,,,,19,6.33,5,4,3
0,"S Reynolds, A Linke, RA Müller…",244. Effects of Heart Rate Regressors on Functional Connectivity in ASDs,2017,Biological …,biologicalpsychiatryjournal.com,https://www.biologicalpsychiatryjournal.com/article/S0006-3223(17)30378-5/abstract,,235,4/12/19,CITATION,,,,,,,,0,0,0,4,2
80,"Y Wang, AJ Saykin, J Pfeuffer, C Lin, KM Mosier…",Regional reproducibility of pulsed arterial spin labeling perfusion imaging at 3T,2011,Neuroimage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811910011250,"https://scholar.google.com/scholar?cites=3750226386566530350&as_sdt=5,34&sciodt=0,34&hl=en",236,4/12/19,HTML,,,,,,,,80,10,13,6,8
0,MHON RESTING,P4-311 IS FLORBETAPIR-PET OCCIPITAL SUVR A LATE BIOMARKER IN MILD OR MODERATE AD DEMENTIA AS COMPARED TO HIPPOCAMPAL,,,,,,237,4/12/19,CITATION,,,,,,,,0,0,0,1,
38,"DG Gee, SC McEwen, JK Forsyth, KM Haut…",Reliability of an fMRI paradigm for emotional processing in a multisite longitudinal study,2015,Human brain …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/hbm.22791,"https://scholar.google.com/scholar?cites=1416470357456245571&as_sdt=5,34&sciodt=0,34&hl=en",238,4/12/19,,,,,,,,,38,9.5,8,5,4
1,"H Keren, G Chen, B Benson, M Ernst, E Leibenluft…",Is the encoding of Reward Prediction Error reliable during development?,2018,Neuroimage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811918304464,"https://scholar.google.com/scholar?cites=4017683763672477892&as_sdt=5,34&sciodt=0,34&hl=en",239,4/12/19,HTML,,,,,,,,1,1,0,6,1
0,T Welton,Imaging markers of brain network disruption in multiple sclerosis,2017,,eprints.nottingham.ac.uk,http://eprints.nottingham.ac.uk/43634/,,240,4/12/19,HTML,,,,,,,,0,0,0,1,2
1,"PB Walker, S Gilpin, S Fooshee, I Davidson",Constrained tensor decomposition via guidance: increased inter and intra-group reliability in FMRI analyses,2015,International Conference on …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-20816-9_34,"https://scholar.google.com/scholar?cites=14592502997560357424&as_sdt=5,34&sciodt=0,34&hl=en",241,4/12/19,,,,,,,,,1,0.25,0,4,4
28,"MM Carrig, GG Kolden, TJ Strauman","Using functional magnetic resonance imaging in psychotherapy research: A brief introduction to concepts, methods, and task selection",2009,Psychotherapy Research,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/10503300902735864,"https://scholar.google.com/scholar?cites=3857948675133647870&as_sdt=5,34&sciodt=0,34&hl=en",242,4/12/19,,,,,,,,,28,2.8,9,3,10
1,"SP Haller, K Kircanski, J Stoddard, LK White…",Reliability of neural activation and connectivity during implicit face emotion processing in youth,2018,Developmental cognitive …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1878929317302001,"https://scholar.google.com/scholar?cites=15677925281967568972&as_sdt=5,34&sciodt=0,34&hl=en",243,4/12/19,HTML,,,,,,,,1,1,0,5,1
0,LM Squeglia,Adolescent alcohol use and fMRI BOLD response: a longitudinal study,2012,,escholarship.org,https://escholarship.org/uc/item/5jm0n449,,244,4/12/19,,,,,,,,,0,0,0,1,7
4,"M Walter, L Michels, S Kollias, PE van Kerrebroeck…",Protocol for a prospective neuroimaging study investigating the supraspinal control of lower urinary tract function in healthy controls and patients with non-neurogenic …,2014,BMJ open,bmjopen.bmj.com,https://bmjopen.bmj.com/content/4/5/e004357.short,"https://scholar.google.com/scholar?cites=11663412825309800135&as_sdt=5,34&sciodt=0,34&hl=en",245,4/12/19,,,,,,,,,4,0.8,1,5,5
78,"D Tomasi, GJ Wang, R Wang, EC Caparelli…",Overlapping patterns of brain activation to food and cocaine cues in cocaine abusers: association to striatal D2/D3 receptors,2015,Human brain …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/hbm.22617,"https://scholar.google.com/scholar?cites=9970496248597965083&as_sdt=5,34&sciodt=0,34&hl=en",246,4/12/19,,,,,,,,,78,19.5,16,5,4
225,"D Tomasi, ND Volkow",Functional connectivity hubs in the human brain,2011,Neuroimage,Elsevier,https://www.sciencedirect.com/science/article/pii/S105381191100512X,"https://scholar.google.com/scholar?cites=16064112960176750861&as_sdt=5,34&sciodt=0,34&hl=en",247,4/12/19,HTML,,,,,,,,225,28.13,113,2,8
1,"C Hawco, JD Viviano, S Chavez, EW Dickie…","A longitudinal human phantom reliability study of multi-center T1-weighted, DTI, and resting state fMRI data",2018,Psychiatry Research …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0925492717302883,"https://scholar.google.com/scholar?cites=15769471370841225060&as_sdt=5,34&sciodt=0,34&hl=en",248,4/12/19,HTML,,,,,,,,1,1,0,5,1
100,"MM Plichta, MJ Herrmann, CG Baehne…",Event‐related functional near‐infrared spectroscopy (fNIRS) based on craniocerebral correlations: reproducibility of activation?,2007,Human Brain …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/hbm.20303,"https://scholar.google.com/scholar?cites=3568133540614154415&as_sdt=5,34&sciodt=0,34&hl=en",249,4/12/19,,,,,,,,,100,8.33,25,4,12
92,"GH Jahng, E Song, XP Zhu, GB Matson, MW Weiner…",Human brain: reliability and reproducibility of pulsed arterial spin-labeling perfusion MR imaging,2005,Radiology,pubs.rsna.org,https://pubs.rsna.org/doi/abs/10.1148/radiol.2343031499,"https://scholar.google.com/scholar?cites=5751886576656400415&as_sdt=5,34&sciodt=0,34&hl=en",250,4/12/19,,,,,,,,,92,6.57,15,6,14
225,"SH You, SH Jang, YH Kim, YH Kwon…",Cortical reorganization induced by virtual reality therapy in a child with hemiparetic cerebral palsy,2005,… medicine and child …,cambridge.org,https://www.cambridge.org/core/journals/developmental-medicine-and-child-neurology/article/cortical-reorganization-induced-by-virtual-reality-therapy-in-a-child-with-hemiparetic-cerebral-palsy/36CEFF419586CD2AE1DCF717ABEE95B2,"https://scholar.google.com/scholar?cites=7671601235954485433&as_sdt=5,34&sciodt=0,34&hl=en",251,4/12/19,,,,,,,,,225,16.07,45,5,14
137,"SJ Ordaz, W Foran, K Velanova…",Longitudinal growth curves of brain function underlying inhibitory control through adolescence,2013,Journal of Neuroscience,Soc Neuroscience,http://www.jneurosci.org/content/33/46/18109.short,"https://scholar.google.com/scholar?cites=1709472590761761460&as_sdt=5,34&sciodt=0,34&hl=en",252,4/12/19,,,,,,,,,137,22.83,34,4,6
0,"LR Kozák, LA van Graan, UJ Chaudhary, ÁG Szabó…",ICN_Atlas: Automated description and quantification of functional MRI activation patterns in the framework of intrinsic connectivity networks,2017,NeuroImage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811917307504,,253,4/12/19,HTML,,,,,,,,0,0,0,5,2
0,"J HU, Y LI",电针刺激内关穴 fMRI 可重复性的初步研究,,aammt.tmmu.edu.cn,,http://aammt.tmmu.edu.cn/Upload/Script/1272200808014%E8%83%A1%E5%BB%BA%E5%B9%B313.doc,,254,4/12/19,DOC,,,,,,,,0,0,0,2,
0,"M Boukadi, K Marcotte, C Bedetti, JC Houde…",Test-retest reliability of diffusion measures extracted along white matter language fiber bundles using HARDI-based tractography,2018,Frontiers in …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fnins.2018.01055/abstract,,255,4/12/19,,,,,,,,,0,0,0,5,1
15,"A Klomp, MWA Caan, D Denys, AJ Nederveen…",Feasibility of ASL-based phMRI with a single dose of oral citalopram for repeated assessment of serotonin function,2012,Neuroimage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811912007677,"https://scholar.google.com/scholar?cites=14285565257700575387&as_sdt=5,34&sciodt=0,34&hl=en",256,4/12/19,HTML,,,,,,,,15,2.14,3,5,7
3,"Y Huang, M Mao, Z Zhang, H Zhou…",Test–retest reliability of the prefrontal response to affective pictures based on functional near-infrared spectroscopy,2017,… of biomedical optics,spiedigitallibrary.org,https://www.spiedigitallibrary.org/journals/Journal-of-Biomedical-Optics/volume-22/issue-1/016011/Testretest-reliability-of-the-prefrontal-response-to-affective-pictures-based/10.1117/1.JBO.22.1.016011.short,"https://scholar.google.com/scholar?cites=15371210435082041051&as_sdt=5,34&sciodt=0,34&hl=en",257,4/12/19,HTML,,,,,,,,3,1.5,1,5,2
51,"S Magon, G Basso, P Farace, GK Ricciardi…",Reproducibility of BOLD signal change induced by breath holding,2009,Neuroimage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811908013311,"https://scholar.google.com/scholar?cites=1702315226106096061&as_sdt=5,34&sciodt=0,34&hl=en",258,4/12/19,HTML,,,,,,,,51,5.1,10,5,10
0,"AJ Saykin, JD West, L Shen…",P2-072: Hippocampal and distributed gray matter abnormalities in mild cognitive impairment and early Alzheimer's disease in the Alzheimer's disease neuroimaging …,2008,… & Dementia: The …,alzheimersanddementia.com,https://www.alzheimersanddementia.com/article/S1552-5260(08)01305-8/abstract,,259,4/12/19,,,,,,,,,0,0,0,4,11
191,"L Deuker, ET Bullmore, M Smith, S Christensen…",Reproducibility of graph metrics of human brain functional networks,2009,Neuroimage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811909005461,"https://scholar.google.com/scholar?cites=5233097010159149246&as_sdt=5,34&sciodt=0,34&hl=en",260,4/12/19,HTML,,,,,,,,191,19.1,38,5,10
8,"SM Wilson, A Bautista, M Yen, S Lauderdale…",Validity and reliability of four language mapping paradigms,2017,NeuroImage: Clinical,Elsevier,https://www.sciencedirect.com/science/article/pii/S2213158216300560,"https://scholar.google.com/scholar?cites=6429288234067227584&as_sdt=5,34&sciodt=0,34&hl=en",261,4/12/19,HTML,,,,,,,,8,4,2,5,2
50,"A Pfefferbaum, S Chanraud, AL Pitel…","Volumetric cerebral perfusion imaging in healthy adults: regional distribution, laterality, and repeatability of pulsed continuous arterial spin labeling (PCASL)",2010,Psychiatry Research …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0925492710000764,"https://scholar.google.com/scholar?cites=1389206242476857021&as_sdt=5,34&sciodt=0,34&hl=en",262,4/12/19,HTML,,,,,,,,50,5.56,13,4,9
91,"KH Zou, DN Greve, M Wang, SD Pieper, SK Warfield…",Reproducibility of Functional MR Imaging: Preliminary Results of Prospective Multi-institutional Study Performed by Biomedical Informatics Research Network1,2005,Radiology,pubs.rsna.org,https://pubs.rsna.org/doi/abs/10.1148/radiol.2373041630,"https://scholar.google.com/scholar?cites=17047831211864308687&as_sdt=5,34&sciodt=0,34&hl=en",263,4/12/19,,,,,,,,,91,6.5,15,6,14
0,"ANW Taylor, B Gesierich…",THE IMPACT OF FIBER-TRACT-SPECIFIC WHITE MATTER HYPERINTENSITIES ON RESTING STATE FUNCTIONAL CONNECTIVITY IN ALZHEIMER'S DISEASE,2014,… & Dementia: The …,alzheimersanddementia.com,https://www.alzheimersanddementia.com/article/S1552-5260(14)02582-5/abstract,,264,4/12/19,,,,,,,,,0,0,0,3,5
101,"T Kono, K Matsuo, K Tsunashima, K Kasai…",Multiple-time replicability of near-infrared spectroscopy recording during prefrontal activation task in healthy men,2007,Neuroscience …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0168010206003269,"https://scholar.google.com/scholar?cites=8200158374628042842&as_sdt=5,34&sciodt=0,34&hl=en",265,4/12/19,HTML,,,,,,,,101,8.42,20,5,12
0,"HRM Tan, J Gross, PJ Uhlhaas",MEG–measured auditory steady-state oscillations show high test-retest reliability: A sensor,2015,Social Cognitive and Affective …,cyberleninka.org,https://cyberleninka.org/article/n/1119937.pdf,,266,4/12/19,PDF,,,,,,,,0,0,0,3,4
0,R Patriat,Resting-State fMRI Study of Pediatric Post-Traumatic Stress Disorder: Preprocessing Optimization and Clinical Observations,2015,,search.proquest.com,http://search.proquest.com/openview/825679b59271fc56f4a7a7104749e2c7/1?pq-origsite=gscholar&cbl=18750&diss=y,,267,4/12/19,,,,,,,,,0,0,0,1,4
0,"M Liu, Z Chen, L Ma",Test–retest reliability of perfusion of the precentral cortex and precentral subcortical white matter on three-dimensional pseudo-continuous arterial spin labeling,2018,Journal of International Medical …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0300060518779716,,268,4/12/19,,,,,,,,,0,0,0,3,1
78,"C Zich, S Debener, C Kranczioch, MG Bleichner…",Real-time EEG feedback during simultaneous EEG–fMRI identifies the cortical signature of motor imagery,2015,Neuroimage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811915003109,"https://scholar.google.com/scholar?cites=14499313047038583086&as_sdt=5,34&sciodt=0,34&hl=en",269,4/12/19,HTML,,,,,,,,78,19.5,16,5,4
2,"AW MacDonald, JAH Jones",Functional imaging in clinical assessment? The rise of neurodiagnostics with fMRI,2009,Oxford Handbook of Personality …,books.google.com,https://books.google.com/books?hl=en&lr=&id=oB0Lsf8N-YEC&oi=fnd&pg=PA364&dq=icc+fmri+retest+(roi+OR+rois+OR+%22region+of+interest%22+OR+%22regions+of+interest%22)&ots=JOZbmhtMD5&sig=o84i8reM4rcRYcFxKsVgxWrGdqM,"https://scholar.google.com/scholar?cites=4252169047356310756&as_sdt=5,34&sciodt=0,34&hl=en",270,4/12/19,,,,,,,,,2,0.2,1,2,10
0,"S Ordaz, B Luna",Characterizing Developmental Growth and Individual Differences in Brain Systems Supporting Inhibitory Control: A Longitudinal fMRI Study,2013,,d-scholarship.pitt.edu,http://d-scholarship.pitt.edu/id/eprint/18822,,271,4/12/19,,,,,,,,,0,0,0,2,6
4,"EH Telzer, EM McCormick, S Peters, D Cosme…",Methodological considerations for developmental longitudinal fMRI research,2018,Developmental cognitive …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1878929317301950,"https://scholar.google.com/scholar?cites=9917742097813246435&as_sdt=5,34&sciodt=0,34&hl=en",272,4/12/19,HTML,,,,,,,,4,4,1,5,1
0,"A Nazaran, NK Bangerter, HV Vinters…",Resolving normally indistinguishable inhomogeneous tissue using 3D cones ultra-short echo time MRI,2015,… & Dementia: The …,aanddjournal.net,https://aanddjournal.net/article/S1552-5260(15)00781-5/abstract,,273,4/12/19,,,,,,,,,0,0,0,4,4
9,"L Leitner, M Walter, P Freund, U Mehnert…",Protocol for a prospective magnetic resonance imaging study on supraspinal lower urinary tract control in healthy subjects and spinal cord injury patients …,2014,BMC …,bmcurol.biomedcentral.com,https://bmcurol.biomedcentral.com/articles/10.1186/1471-2490-14-68,"https://scholar.google.com/scholar?cites=7339330989290208346&as_sdt=5,34&sciodt=0,34&hl=en",274,4/12/19,HTML,,,,,,,,9,1.8,2,5,5
0,"K Shen, V Doré, S Rose, J Fripp…",Heritability analysis of surface-based cortical thickness estimation on a large twin cohort,2015,Medical Imaging …,spiedigitallibrary.org,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/9413/94131Z/Heritability-analysis-of-surface-based-cortical-thickness-estimation-on-a/10.1117/12.2081677.short,,275,4/12/19,,,,,,,,,0,0,0,5,4
43,"JA Meltzer, WA Postman-Caucheteux, JJ McArdle…",Strategies for longitudinal neuroimaging studies of overt language production,2009,Neuroimage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811909004765,"https://scholar.google.com/scholar?cites=16308802404940782053&as_sdt=5,34&sciodt=0,34&hl=en",276,4/12/19,HTML,,,,,,,,43,4.3,11,4,10
5,"J Andoh, M Ferreira, IR Leppert, R Matsushita, B Pike…",How restful is it with all that noise? Comparison of Interleaved silent steady state (ISSS) and conventional imaging in resting-state fMRI,2017,Neuroimage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811916306838,"https://scholar.google.com/scholar?cites=9463727692306252603&as_sdt=5,34&sciodt=0,34&hl=en",277,4/12/19,HTML,,,,,,,,5,2.5,1,6,2
77,"Y Su, GM D'Angelo, AG Vlassenko, G Zhou, AZ Snyder…",Quantitative analysis of PiB-PET with freesurfer ROIs,2013,PloS one,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0073377,"https://scholar.google.com/scholar?cites=4532691428431844494&as_sdt=5,34&sciodt=0,34&hl=en",278,4/12/19,HTML,,,,,,,,77,12.83,13,6,6
